admin,biryr,han,sex,teasown,orch,cashcrop
342923,1984,1,.625,.08,0,1.03
342923,1985,1,.652174,.08,0,1.03
342923,1986,1,.571429,.08,0,1.03
342923,1987,1,.484848,.08,0,1.03
342923,1988,1,.666667,.08,0,1.03
342923,1989,1,.62069,.08,0,1.03
342923,1990,1,.5,.08,0,1.03
350102,1962,1,0,0,0,.62
350102,1963,1,.333333,0,0,.62
350102,1964,1,.4,0,0,.62
350102,1965,1,.307692,0,0,.62
350102,1966,1,.6,0,0,.62
350102,1967,1,.428571,0,0,.62
350102,1968,1,.666667,0,0,.62
350102,1969,1,.666667,0,0,.62
350102,1970,1,.454545,0,0,.62
350102,1971,1,.5,0,0,.62
350102,1972,1,.6,0,0,.62
350102,1973,1,.6,0,0,.62
350102,1974,1,.333333,0,0,.62
350102,1975,1,.5,0,0,.62
350102,1976,1,.555556,0,0,.62
350102,1977,1,.5,0,0,.62
350102,1978,1,1,0,0,.62
350102,1979,1,0,0,0,.62
350102,1980,1,0,0,0,.62
350102,1981,1,.5,0,0,.62
350102,1982,1,.5,0,0,.62
350102,1983,1,.4,0,0,.62
350102,1984,1,.625,0,0,.62
350102,1985,1,.6,0,0,.62
350102,1986,1,.777778,0,0,.62
350102,1987,1,.571429,0,0,.62
350102,1988,1,.7,0,0,.62
350102,1989,1,.384615,0,0,.62
350102,1990,.9230769,.307692,0,0,.62
350103,1962,1,0,0,0,.29
350103,1963,1,0,0,0,.29
350103,1964,1,0,0,0,.29
350103,1965,1,0,0,0,.29
350103,1966,1,0,0,0,.29
350103,1967,1,1,0,0,.29
350103,1968,1,.666667,0,0,.29
350103,1969,1,0,0,0,.29
350103,1970,1,1,0,0,.29
350103,1972,0,1,0,0,.29
350103,1975,1,0,0,0,.29
350103,1978,1,.5,0,0,.29
350103,1979,1,1,0,0,.29
350103,1980,1,1,0,0,.29
350103,1981,1,1,0,0,.29
350103,1983,1,1,0,0,.29
350103,1984,1,0,0,0,.29
350103,1986,1,.5,0,0,.29
350103,1987,1,.25,0,0,.29
350103,1988,1,0,0,0,.29
350103,1989,1,.428571,0,0,.29
350103,1990,1,0,0,0,.29
350104,1962,1,.75,0,0,.88
350104,1963,1,.5,0,0,.88
350104,1964,1,.4,0,0,.88
350104,1965,1,0,0,0,.88
350104,1966,1,.25,0,0,.88
350104,1967,1,.4,0,0,.88
350104,1968,1,1,0,0,.88
350104,1969,1,0,0,0,.88
350104,1971,1,.4,0,0,.88
350104,1972,1,0,0,0,.88
350104,1973,1,0,0,0,.88
350104,1974,1,1,0,0,.88
350104,1975,1,0,0,0,.88
350104,1976,1,.5,0,0,.88
350104,1980,1,0,0,0,.88
350104,1982,1,1,0,0,.88
350104,1983,1,0,0,0,.88
350104,1984,1,1,0,0,.88
350104,1985,1,.4,0,0,.88
350104,1986,1,.666667,0,0,.88
350104,1987,1,.461538,0,0,.88
350104,1988,1,.6,0,0,.88
350104,1989,1,.5,0,0,.88
350104,1990,1,1,0,0,.88
350105,1962,1,.517647,0,0,.53
350105,1963,1,.357895,0,0,.53
350105,1964,1,.315789,0,0,.53
350105,1965,1,.425,0,0,.53
350105,1966,1,.355932,0,0,.53
350105,1967,1,.366667,0,0,.53
350105,1968,1,.337838,0,0,.53
350105,1969,1,.44,0,0,.53
350105,1970,1,.528571,0,0,.53
350105,1971,1,.375,0,0,.53
350105,1972,1,.483516,0,0,.53
350105,1973,1,.473684,0,0,.53
350105,1974,1,.525424,0,0,.53
350105,1975,1,.492537,0,0,.53
350105,1976,1,.465517,0,0,.53
350105,1977,1,.426829,0,0,.53
350105,1978,1,.471264,0,0,.53
350105,1979,1,.544444,0,0,.53
350105,1980,1,.327869,0,0,.53
350105,1981,1,.564103,0,0,.53
350105,1982,1,.495238,0,0,.53
350105,1983,1,.5,0,0,.53
350105,1984,1,.526316,0,0,.53
350105,1985,1,.48,0,0,.53
350105,1986,1,.504762,0,0,.53
350105,1987,1,.494118,0,0,.53
350105,1988,1,.494845,0,0,.53
350105,1989,1,.6,0,0,.53
350105,1990,1,.542857,0,0,.53
350111,1962,1,.468468,0,0,.62
350111,1963,1,.47619,0,0,.62
350111,1964,.990099,.544554,0,0,.62
350111,1965,1,.495652,0,0,.62
350111,1966,1,.466667,0,0,.62
350111,1967,1,.43956,0,0,.62
350111,1968,1,.585586,0,0,.62
350111,1969,1,.548077,0,0,.62
350111,1970,1,.51,0,0,.62
350111,1971,1,.529412,0,0,.62
350111,1972,1,.565217,0,0,.62
350111,1973,1,.51087,0,0,.62
350111,1974,1,.561224,0,0,.62
350111,1975,1,.404494,0,0,.62
350111,1976,1,.545455,0,0,.62
350111,1977,1,.612903,0,0,.62
350111,1978,1,.590551,0,0,.62
350111,1979,1,.485294,0,0,.62
350111,1980,1,.597826,0,0,.62
350111,1981,1,.580645,0,0,.62
350111,1982,1,.513889,0,0,.62
350111,1983,1,.460432,0,0,.62
350111,1984,1,.529412,0,0,.62
350111,1985,1,.594595,0,0,.62
350111,1986,1,.49505,0,0,.62
350111,1987,1,.613861,0,0,.62
350111,1988,1,.641509,0,0,.62
350111,1989,1,.695122,0,0,.62
350111,1990,1,.611111,0,0,.62
350121,1962,1,.567164,0,0,.55
350121,1963,.975,.475,0,0,.55
350121,1964,1,.571429,0,0,.55
350121,1965,.9824561,.473684,0,0,.55
350121,1966,1,.583333,0,0,.55
350121,1967,.98,.48,0,0,.55
350121,1968,.9875,.4875,0,0,.55
350121,1969,1,.435484,0,0,.55
350121,1970,.9516129,.532258,0,0,.55
350121,1971,.9855072,.507246,0,0,.55
350121,1972,.9855072,.608696,0,0,.55
350121,1973,.9892473,.537634,0,0,.55
350121,1974,.9764706,.611765,0,0,.55
350121,1975,.9791667,.5625,0,0,.55
350121,1976,1,.4,0,0,.55
350121,1977,.9803922,.529412,0,0,.55
350121,1978,1,.529412,0,0,.55
350121,1979,.9705882,.514706,0,0,.55
350121,1980,.9830508,.610169,0,0,.55
350121,1981,.9873418,.620253,0,0,.55
350121,1982,.9775281,.550562,0,0,.55
350121,1983,1,.477778,0,0,.55
350121,1984,.9733334,.666667,0,0,.55
350121,1985,1,.509804,0,0,.55
350121,1986,.9545454,.590909,0,0,.55
350121,1987,1,.5,0,0,.55
350121,1988,.9811321,.509434,0,0,.55
350121,1989,1,.696429,0,0,.55
350121,1990,1,.461538,0,0,.55
350122,1962,.9951691,.434783,0,0,.11
350122,1963,.9938838,.480122,0,0,.11
350122,1964,.9960318,.464286,0,0,.11
350122,1965,.995935,.447154,0,0,.11
350122,1966,1,.5,0,0,.11
350122,1967,.9893993,.477032,0,0,.11
350122,1968,1,.543933,0,0,.11
350122,1969,1,.513889,0,0,.11
350122,1970,.9894737,.478947,0,0,.11
350122,1971,.996124,.534884,0,0,.11
350122,1972,.9965157,.522648,0,0,.11
350122,1973,.9961686,.544061,0,0,.11
350122,1974,1,.588679,0,0,.11
350122,1975,.9946237,.456989,0,0,.11
350122,1976,1,.494681,0,0,.11
350122,1977,1,.535461,0,0,.11
350122,1978,1,.514599,0,0,.11
350122,1979,1,.492063,0,0,.11
350122,1980,1,.502994,0,0,.11
350122,1981,1,.563877,0,0,.11
350122,1982,.9971182,.559078,0,0,.11
350122,1983,.9936508,.546032,0,0,.11
350122,1984,.9973046,.606469,0,0,.11
350122,1985,.9931741,.59727,0,0,.11
350122,1986,1,.56129,0,0,.11
350122,1987,.9931973,.602041,0,0,.11
350122,1988,.996124,.55814,0,0,.11
350122,1989,1,.586441,0,0,.11
350122,1990,.9915254,.627119,0,0,.11
350123,1962,.962963,.462963,0,0,.9900001
350123,1963,1,.567164,0,0,.9900001
350123,1964,.9857143,.757143,0,0,.9900001
350123,1965,.9852941,.485294,0,0,.9900001
350123,1966,.987013,.532468,0,0,.9900001
350123,1967,.9655172,.362069,0,0,.9900001
350123,1968,.9661017,.508475,0,0,.9900001
350123,1969,1,.507463,0,0,.9900001
350123,1970,1,.631579,0,0,.9900001
350123,1971,.9538462,.523077,0,0,.9900001
350123,1972,.983871,.564516,0,0,.9900001
350123,1973,.9726027,.465753,0,0,.9900001
350123,1974,1,.5,0,0,.9900001
350123,1975,1,.625,0,0,.9900001
350123,1976,.9714286,.457143,0,0,.9900001
350123,1977,.9795918,.387755,0,0,.9900001
350123,1978,.9767442,.581395,0,0,.9900001
350123,1979,1,.416667,0,0,.9900001
350123,1980,.972973,.432432,0,0,.9900001
350123,1981,.972973,.459459,0,0,.9900001
350123,1982,.9577465,.43662,0,0,.9900001
350123,1983,.9777778,.466667,0,0,.9900001
350123,1984,.9818182,.454545,0,0,.9900001
350123,1985,.9811321,.509434,0,0,.9900001
350123,1986,1,.54717,0,0,.9900001
350123,1987,.969697,.606061,0,0,.9900001
350123,1988,1,.596154,0,0,.9900001
350123,1989,.9857143,.514286,0,0,.9900001
350123,1990,.9574468,.446809,0,0,.9900001
350124,1962,1,.514286,0,0,.5
350124,1963,1,.612903,0,0,.5
350124,1964,1,.558824,0,0,.5
350124,1965,1,.5,0,0,.5
350124,1966,1,.5,0,0,.5
350124,1967,1,.388889,0,0,.5
350124,1968,1,.833333,0,0,.5
350124,1969,1,.425532,0,0,.5
350124,1970,1,.55,0,0,.5
350124,1971,1,.555556,0,0,.5
350124,1972,1,.571429,0,0,.5
350124,1973,1,.512821,0,0,.5
350124,1974,1,.5,0,0,.5
350124,1975,1,.461538,0,0,.5
350124,1976,1,.5,0,0,.5
350124,1977,1,.478261,0,0,.5
350124,1978,1,.645161,0,0,.5
350124,1979,1,.466667,0,0,.5
350124,1980,1,.703704,0,0,.5
350124,1981,1,.435897,0,0,.5
350124,1982,1,.5,0,0,.5
350124,1983,1,.5,0,0,.5
350124,1984,1,.555556,0,0,.5
350124,1985,1,.583333,0,0,.5
350124,1986,1,.612903,0,0,.5
350124,1987,1,.586207,0,0,.5
350124,1988,1,.695652,0,0,.5
350124,1989,1,.647059,0,0,.5
350124,1990,1,.315789,0,0,.5
350125,1962,.9607843,.45098,0,0,.52
350125,1963,.9636363,.527273,0,0,.52
350125,1964,.9322034,.491525,0,0,.52
350125,1965,1,.478261,0,0,.52
350125,1966,.9818182,.381818,0,0,.52
350125,1967,.9642857,.589286,0,0,.52
350125,1968,.96,.46,0,0,.52
350125,1969,1,.508475,0,0,.52
350125,1970,.9677419,.483871,0,0,.52
350125,1971,.9672131,.459016,0,0,.52
350125,1972,.9375,.640625,0,0,.52
350125,1973,.9558824,.5,0,0,.52
350125,1974,.890625,.4375,0,0,.52
350125,1975,1,.421053,0,0,.52
350125,1976,.9473684,.578947,0,0,.52
350125,1977,.9589041,.479452,0,0,.52
350125,1978,.9333333,.616667,0,0,.52
350125,1979,.9152542,.542373,0,0,.52
350125,1980,.9736842,.552632,0,0,.52
350125,1981,.9166667,.625,0,0,.52
350125,1982,.9310345,.655172,0,0,.52
350125,1983,.9310345,.551724,0,0,.52
350125,1984,.9850746,.552239,0,0,.52
350125,1985,.9610389,.571429,0,0,.52
350125,1986,.9508197,.590164,0,0,.52
350125,1987,.9506173,.493827,0,0,.52
350125,1988,.9772727,.545455,0,0,.52
350125,1989,.942029,.550725,0,0,.52
350125,1990,1,.580645,0,0,.52
350126,1962,1,.492537,0,0,0
350126,1963,1,.430556,0,0,0
350126,1964,1,.557377,0,0,0
350126,1965,1,.5,0,0,0
350126,1966,1,.564516,0,0,0
350126,1967,.971831,.535211,0,0,0
350126,1968,1,.47541,0,0,0
350126,1969,1,.470588,0,0,0
350126,1970,1,.527273,0,0,0
350126,1971,1,.422222,0,0,0
350126,1972,1,.6,0,0,0
350126,1973,1,.525,0,0,0
350126,1974,1,.628571,0,0,0
350126,1975,1,.685714,0,0,0
350126,1976,1,.458333,0,0,0
350126,1977,1,.563218,0,0,0
350126,1978,1,.485714,0,0,0
350126,1979,1,.510204,0,0,0
350126,1980,1,.45,0,0,0
350126,1981,1,.627451,0,0,0
350126,1982,1,.618421,0,0,0
350126,1983,1,.597222,0,0,0
350126,1984,1,.42029,0,0,0
350126,1985,1,.5,0,0,0
350126,1986,1,.486111,0,0,0
350126,1987,1,.513889,0,0,0
350126,1988,.9876543,.45679,0,0,0
350126,1989,1,.566038,0,0,0
350126,1990,.9736842,.394737,0,0,0
350127,1962,1,.547619,0,0,0
350127,1963,1,.433962,0,0,0
350127,1964,1,.590062,0,0,0
350127,1965,1,.576271,0,0,0
350127,1966,.9945055,.543956,0,0,0
350127,1967,1,.52514,0,0,0
350127,1968,1,.527363,0,0,0
350127,1969,1,.513514,0,0,0
350127,1970,1,.573427,0,0,0
350127,1971,1,.560976,0,0,0
350127,1972,1,.485714,0,0,0
350127,1973,1,.527426,0,0,0
350127,1974,1,.484848,0,0,0
350127,1975,1,.545455,0,0,0
350127,1976,1,.610619,0,0,0
350127,1977,1,.518657,0,0,0
350127,1978,1,.508621,0,0,0
350127,1979,1,.547619,0,0,0
350127,1980,1,.570588,0,0,0
350127,1981,1,.526316,0,0,0
350127,1982,1,.49434,0,0,0
350127,1983,1,.511211,0,0,0
350127,1984,1,.452632,0,0,0
350127,1985,1,.587963,0,0,0
350127,1986,1,.492063,0,0,0
350127,1987,1,.554545,0,0,0
350127,1988,1,.547325,0,0,0
350127,1989,1,.493671,0,0,0
350127,1990,.9891304,.5,0,0,0
350128,1962,.8648649,.513514,0,0,.22
350128,1963,.9268293,.536585,0,0,.22
350128,1964,.9375,.4375,0,0,.22
350128,1965,.7297297,.486486,0,0,.22
350128,1966,.875,.416667,0,0,.22
350128,1967,.9791667,.458333,0,0,.22
350128,1968,.8372093,.534884,0,0,.22
350128,1969,.8679245,.45283,0,0,.22
350128,1970,.9333333,.333333,0,0,.22
350128,1971,.8571429,.5,0,0,.22
350128,1972,.9210526,.552632,0,0,.22
350128,1973,.8235294,.441176,0,0,.22
350128,1974,.9347826,.565217,0,0,.22
350128,1975,.9047619,.47619,0,0,.22
350128,1976,.9047619,.571429,0,0,.22
350128,1977,.7346939,.530612,0,0,.22
350128,1978,.8888889,.567901,0,0,.22
350128,1979,.8333333,.3,0,0,.22
350128,1980,.8888889,.444444,0,0,.22
350128,1981,.9230769,.576923,0,0,.22
350128,1982,.8666667,.5,0,0,.22
350128,1983,.7931035,.482759,0,0,.22
350128,1984,.8333333,.583333,0,0,.22
350128,1985,.7941176,.647059,0,0,.22
350128,1986,.8684211,.552632,0,0,.22
350128,1987,.7916667,.479167,0,0,.22
350128,1988,.8735632,.425287,0,0,.22
350128,1989,.8235294,.705882,0,0,.22
350128,1990,.8181818,.272727,0,0,.22
350203,1962,1,1,0,0,.78
350203,1963,1,.666667,0,0,.78
350203,1964,1,.25,0,0,.78
350203,1965,1,0,0,0,.78
350203,1966,1,0,0,0,.78
350203,1967,1,.571429,0,0,.78
350203,1968,1,.666667,0,0,.78
350203,1969,1,0,0,0,.78
350203,1970,1,1,0,0,.78
350203,1971,1,.375,0,0,.78
350203,1972,1,.4,0,0,.78
350203,1973,1,0,0,0,.78
350203,1974,1,0,0,0,.78
350203,1976,1,.5,0,0,.78
350203,1985,1,.5,0,0,.78
350203,1986,1,.75,0,0,.78
350203,1987,1,.4,0,0,.78
350203,1988,1,.625,0,0,.78
350203,1989,1,0,0,0,.78
350203,1990,1,.666667,0,0,.78
350204,1962,1,.833333,0,0,.46
350204,1963,1,.888889,0,0,.46
350204,1964,1,.8,0,0,.46
350204,1965,1,.571429,0,0,.46
350204,1966,.9230769,.692308,0,0,.46
350204,1967,1,.428571,0,0,.46
350204,1968,1,.791667,0,0,.46
350204,1969,1,.625,0,0,.46
350204,1970,1,.75,0,0,.46
350204,1971,1,.766667,0,0,.46
350204,1972,1,.655172,0,0,.46
350204,1973,1,.5,0,0,.46
350204,1974,1,.222222,0,0,.46
350204,1975,1,.8,0,0,.46
350204,1976,1,.666667,0,0,.46
350204,1977,1,.6,0,0,.46
350204,1978,1,.75,0,0,.46
350204,1979,1,1,0,0,.46
350204,1980,1,.428571,0,0,.46
350204,1981,1,1,0,0,.46
350204,1982,1,.5,0,0,.46
350204,1983,1,0,0,0,.46
350204,1985,1,.333333,0,0,.46
350204,1986,1,.272727,0,0,.46
350204,1987,1,.5,0,0,.46
350204,1988,1,.4,0,0,.46
350204,1989,1,.5,0,0,.46
350211,1962,1,.44,0,0,1.05
350211,1963,1,.488889,0,0,1.05
350211,1964,1,.489796,0,0,1.05
350211,1965,1,.58,0,0,1.05
350211,1966,1,.6,0,0,1.05
350211,1967,1,.333333,0,0,1.05
350211,1968,1,.603774,0,0,1.05
350211,1969,1,.529412,0,0,1.05
350211,1970,1,.479167,0,0,1.05
350211,1971,1,.604167,0,0,1.05
350211,1972,1,.78125,0,0,1.05
350211,1973,1,.558824,0,0,1.05
350211,1974,1,.5,0,0,1.05
350211,1975,1,.575,0,0,1.05
350211,1976,1,.485714,0,0,1.05
350211,1977,1,.588235,0,0,1.05
350211,1978,1,.433333,0,0,1.05
350211,1979,1,.615385,0,0,1.05
350211,1980,1,.590909,0,0,1.05
350211,1981,1,.486486,0,0,1.05
350211,1982,1,.413043,0,0,1.05
350211,1983,1,.442308,0,0,1.05
350211,1984,1,.5,0,0,1.05
350211,1985,1,.666667,0,0,1.05
350211,1986,1,.4,0,0,1.05
350211,1987,1,.466667,0,0,1.05
350211,1988,1,.520833,0,0,1.05
350211,1989,1,.454545,0,0,1.05
350211,1990,1,.666667,0,0,1.05
350221,1962,1,.541667,0,0,.95
350221,1963,.9931507,.534247,0,0,.95
350221,1964,1,.380952,0,0,.95
350221,1965,1,.528846,0,0,.95
350221,1966,1,.5,0,0,.95
350221,1967,1,.592593,0,0,.95
350221,1968,1,.547619,0,0,.95
350221,1969,1,.54,0,0,.95
350221,1970,.987013,.493506,0,0,.95
350221,1971,1,.561151,0,0,.95
350221,1972,1,.56383,0,0,.95
350221,1973,1,.488722,0,0,.95
350221,1974,1,.466667,0,0,.95
350221,1975,1,.5,0,0,.95
350221,1976,1,.558824,0,0,.95
350221,1977,1,.54955,0,0,.95
350221,1978,1,.515152,0,0,.95
350221,1979,1,.47191,0,0,.95
350221,1980,1,.4625,0,0,.95
350221,1981,1,.562914,0,0,.95
350221,1982,1,.438272,0,0,.95
350221,1983,1,.552448,0,0,.95
350221,1984,1,.590551,0,0,.95
350221,1985,1,.534653,0,0,.95
350221,1986,1,.628571,0,0,.95
350221,1987,1,.574468,0,0,.95
350221,1988,1,.556604,0,0,.95
350221,1989,1,.609756,0,0,.95
350221,1990,1,.685185,0,0,.95
350302,1962,1,.321429,0,0,1.03
350302,1963,1,.238095,0,0,1.03
350302,1964,1,.083333,0,0,1.03
350302,1965,1,.290323,0,0,1.03
350302,1966,1,.26,0,0,1.03
350302,1967,1,.181818,0,0,1.03
350302,1968,1,.15,0,0,1.03
350302,1969,1,.215909,0,0,1.03
350302,1970,.9411765,.294118,0,0,1.03
350302,1971,1,.152174,0,0,1.03
350302,1972,.9873418,.113924,0,0,1.03
350302,1973,.984127,.111111,0,0,1.03
350302,1974,1,.189189,0,0,1.03
350302,1975,1,.470588,0,0,1.03
350302,1976,.9473684,.210526,0,0,1.03
350302,1977,1,.588235,0,0,1.03
350302,1978,.9285714,.785714,0,0,1.03
350302,1979,1,.642857,0,0,1.03
350302,1980,1,.375,0,0,1.03
350302,1981,1,.666667,0,0,1.03
350302,1982,1,.421053,0,0,1.03
350302,1983,1,.571429,0,0,1.03
350302,1984,1,.538462,0,0,1.03
350302,1985,.9411765,.441176,0,0,1.03
350302,1986,1,.488889,0,0,1.03
350302,1987,1,.5,0,0,1.03
350302,1988,1,.517241,0,0,1.03
350302,1989,1,.636364,0,0,1.03
350302,1990,1,.566667,0,0,1.03
350303,1962,1,.439024,0,0,.12
350303,1963,1,.440678,0,0,.12
350303,1964,1,.59375,0,0,.12
350303,1965,1,.634146,0,0,.12
350303,1966,1,.302326,0,0,.12
350303,1967,1,.488372,0,0,.12
350303,1968,1,.390244,0,0,.12
350303,1969,1,.514286,0,0,.12
350303,1970,.9642857,.321429,0,0,.12
350303,1971,1,.5,0,0,.12
350303,1972,1,.5,0,0,.12
350303,1973,1,.483871,0,0,.12
350303,1974,1,.53125,0,0,.12
350303,1975,1,.484848,0,0,.12
350303,1976,1,.37931,0,0,.12
350303,1977,1,.5625,0,0,.12
350303,1978,1,.475,0,0,.12
350303,1979,1,.447368,0,0,.12
350303,1980,1,.181818,0,0,.12
350303,1981,1,.583333,0,0,.12
350303,1982,1,.469697,0,0,.12
350303,1983,1,.479167,0,0,.12
350303,1984,1,.536585,0,0,.12
350303,1985,1,.5,0,0,.12
350303,1986,1,.568182,0,0,.12
350303,1987,1,.47541,0,0,.12
350303,1988,1,.442308,0,0,.12
350303,1989,1,.529412,0,0,.12
350303,1990,1,.6,0,0,.12
350321,1962,1,.441489,0,0,.34
350321,1963,1,.484615,0,0,.34
350321,1964,1,.456221,0,0,.34
350321,1965,1,.459716,0,0,.34
350321,1966,1,.534188,0,0,.34
350321,1967,1,.448454,0,0,.34
350321,1968,1,.436019,0,0,.34
350321,1969,1,.5,0,0,.34
350321,1970,1,.528302,0,0,.34
350321,1971,1,.471014,0,0,.34
350321,1972,1,.44958,0,0,.34
350321,1973,1,.559859,0,0,.34
350321,1974,1,.468354,0,0,.34
350321,1975,1,.5,0,0,.34
350321,1976,1,.503448,0,0,.34
350321,1977,1,.501901,0,0,.34
350321,1978,1,.511784,0,0,.34
350321,1979,1,.504673,0,0,.34
350321,1980,1,.5,0,0,.34
350321,1981,1,.477477,0,0,.34
350321,1982,1,.478261,0,0,.34
350321,1983,1,.518367,0,0,.34
350321,1984,1,.475694,0,0,.34
350321,1985,1,.476056,0,0,.34
350321,1986,1,.444444,0,0,.34
350321,1987,1,.441624,0,0,.34
350321,1988,1,.520833,0,0,.34
350321,1989,1,.453782,0,0,.34
350321,1990,1,.489209,0,0,.34
350322,1962,.7954546,.613636,0,0,.27
350322,1963,.780303,.484848,0,0,.27
350322,1964,.75,.47,0,0,.27
350322,1965,.7719298,.429825,0,0,.27
350322,1966,.7142857,.5,0,0,.27
350322,1967,.7128713,.534653,0,0,.27
350322,1968,.7246377,.463768,0,0,.27
350322,1969,.696,.552,0,0,.27
350322,1970,.7663552,.551402,0,0,.27
350322,1971,.672956,.540881,0,0,.27
350322,1972,.688,.512,0,0,.27
350322,1973,.7267081,.503106,0,0,.27
350322,1974,.6415094,.443396,0,0,.27
350322,1975,.7746479,.577465,0,0,.27
350322,1976,.75,.5,0,0,.27
350322,1977,.6595744,.539007,0,0,.27
350322,1978,.6578947,.539474,0,0,.27
350322,1979,.739726,.561644,0,0,.27
350322,1980,.7671233,.479452,0,0,.27
350322,1981,.6818182,.409091,0,0,.27
350322,1982,.6304348,.478261,0,0,.27
350322,1983,.5760869,.543478,0,0,.27
350322,1984,.622449,.55102,0,0,.27
350322,1985,.712963,.509259,0,0,.27
350322,1986,.6086956,.521739,0,0,.27
350322,1987,.6594203,.536232,0,0,.27
350322,1988,.6428571,.485714,0,0,.27
350322,1989,.6481481,.512346,0,0,.27
350322,1990,.5211267,.43662,0,0,.27
350402,1962,1,.916667,0,0,1.71
350402,1963,1,.538462,0,0,1.71
350402,1964,1,.8125,0,0,1.71
350402,1965,1,.789474,0,0,1.71
350402,1966,1,.947368,0,0,1.71
350402,1967,1,.857143,0,0,1.71
350402,1968,1,.75,0,0,1.71
350402,1969,1,.904762,0,0,1.71
350402,1970,1,.5,0,0,1.71
350402,1971,1,.805556,0,0,1.71
350402,1972,1,.684211,0,0,1.71
350402,1973,1,.818182,0,0,1.71
350402,1974,1,.636364,0,0,1.71
350402,1975,1,.666667,0,0,1.71
350402,1976,1,.428571,0,0,1.71
350402,1977,1,.5,0,0,1.71
350402,1978,1,.6,0,0,1.71
350402,1979,1,.666667,0,0,1.71
350402,1980,.8333333,.666667,0,0,1.71
350402,1981,1,.444444,0,0,1.71
350402,1982,.875,.25,0,0,1.71
350402,1983,1,.777778,0,0,1.71
350402,1984,1,0,0,0,1.71
350402,1985,1,.5,0,0,1.71
350402,1986,1,.636364,0,0,1.71
350402,1987,1,.6875,0,0,1.71
350402,1988,1,.571429,0,0,1.71
350402,1989,1,.4,0,0,1.71
350402,1990,1,.6,0,0,1.71
350403,1962,1,.550725,0,0,.83
350403,1963,1,.481013,0,0,.83
350403,1964,.9875,.525,0,0,.83
350403,1965,1,.493827,0,0,.83
350403,1966,1,.573333,0,0,.83
350403,1967,1,.477612,0,0,.83
350403,1968,1,.5,0,0,.83
350403,1969,1,.538462,0,0,.83
350403,1970,.9818182,.545455,0,0,.83
350403,1971,.972973,.581081,0,0,.83
350403,1972,1,.460526,0,0,.83
350403,1973,1,.671642,0,0,.83
350403,1974,.9733334,.613333,0,0,.83
350403,1975,1,.416667,0,0,.83
350403,1976,1,.588235,0,0,.83
350403,1977,.9824561,.508772,0,0,.83
350403,1978,.9833333,.566667,0,0,.83
350403,1979,.9857143,.514286,0,0,.83
350403,1980,.9833333,.633333,0,0,.83
350403,1981,.984127,.555556,0,0,.83
350403,1982,1,.452381,0,0,.83
350403,1983,1,.483333,0,0,.83
350403,1984,.9883721,.5,0,0,.83
350403,1985,1,.54902,0,0,.83
350403,1986,.9857143,.471429,0,0,.83
350403,1987,1,.523077,0,0,.83
350403,1988,1,.608696,0,0,.83
350403,1989,.9705882,.661765,0,0,.83
350403,1990,1,.594595,0,0,.83
350421,1962,1,.4,0,0,1.4
350421,1963,1,.625,0,0,1.4
350421,1964,1,.5,0,0,1.4
350421,1965,1,.666667,0,0,1.4
350421,1966,1,.428571,0,0,1.4
350421,1967,1,.272727,0,0,1.4
350421,1968,1,.545455,0,0,1.4
350421,1969,1,.333333,0,0,1.4
350421,1970,1,.5,0,0,1.4
350421,1971,1,.571429,0,0,1.4
350421,1972,1,.4,0,0,1.4
350421,1973,1,.461538,0,0,1.4
350421,1974,1,.8,0,0,1.4
350421,1975,1,.333333,0,0,1.4
350421,1976,1,.6,0,0,1.4
350421,1977,1,.333333,0,0,1.4
350421,1978,1,.625,0,0,1.4
350421,1979,1,.466667,0,0,1.4
350421,1980,1,.666667,0,0,1.4
350421,1981,1,.777778,0,0,1.4
350421,1982,1,.6,0,0,1.4
350421,1983,1,.416667,0,0,1.4
350421,1984,1,.777778,0,0,1.4
350421,1985,1,.571429,0,0,1.4
350421,1986,1,.375,0,0,1.4
350421,1987,1,.5,0,0,1.4
350421,1988,1,.875,0,0,1.4
350421,1989,1,.428571,0,0,1.4
350421,1990,1,.666667,0,0,1.4
350423,1962,1,.5,0,0,1.54
350423,1963,1,.529412,0,0,1.54
350423,1964,1,.375,0,0,1.54
350423,1965,1,.454545,0,0,1.54
350423,1966,1,.3,0,0,1.54
350423,1967,1,.166667,0,0,1.54
350423,1968,1,.444444,0,0,1.54
350423,1969,1,.473684,0,0,1.54
350423,1970,1,.5,0,0,1.54
350423,1971,1,.533333,0,0,1.54
350423,1972,1,.583333,0,0,1.54
350423,1973,1,.428571,0,0,1.54
350423,1974,1,.571429,0,0,1.54
350423,1975,1,.6,0,0,1.54
350423,1976,1,.6,0,0,1.54
350423,1977,1,.727273,0,0,1.54
350423,1978,1,.642857,0,0,1.54
350423,1979,1,.4,0,0,1.54
350423,1980,1,.428571,0,0,1.54
350423,1981,1,.4,0,0,1.54
350423,1982,1,.625,0,0,1.54
350423,1983,1,.444444,0,0,1.54
350423,1984,1,.6,0,0,1.54
350423,1985,1,.636364,0,0,1.54
350423,1986,1,.466667,0,0,1.54
350423,1987,1,.222222,0,0,1.54
350423,1988,1,.666667,0,0,1.54
350423,1989,1,.647059,0,0,1.54
350423,1990,1,.4,0,0,1.54
350424,1962,1,.457143,0,0,3.31
350424,1963,1,.526316,0,0,3.31
350424,1964,1,.4375,0,0,3.31
350424,1965,1,.410256,0,0,3.31
350424,1966,1,.466667,0,0,3.31
