admin,biryr,han,sex,teasown,orch,cashcrop
320102,1962,1,.5,0,0,2.79
320102,1964,1,0,0,0,2.79
320102,1966,1,1,0,0,2.79
320102,1967,1,1,0,0,2.79
320102,1968,1,.75,0,0,2.79
320102,1970,1,1,0,0,2.79
320102,1971,1,0,0,0,2.79
320102,1985,1,.5,0,0,2.79
320102,1986,1,.5,0,0,2.79
320102,1987,1,0,0,0,2.79
320102,1988,1,0,0,0,2.79
320102,1989,1,0,0,0,2.79
320102,1990,1,0,0,0,2.79
320103,1962,1,.5,0,0,3.3
320103,1963,1,.555556,0,0,3.3
320103,1964,1,1,0,0,3.3
320103,1965,1,1,0,0,3.3
320103,1966,1,.666667,0,0,3.3
320103,1967,1,.75,0,0,3.3
320103,1968,1,1,0,0,3.3
320103,1969,1,1,0,0,3.3
320103,1970,1,1,0,0,3.3
320103,1971,1,.875,0,0,3.3
320103,1972,1,1,0,0,3.3
320103,1973,1,1,0,0,3.3
320103,1975,1,1,0,0,3.3
320103,1986,1,0,0,0,3.3
320103,1987,1,1,0,0,3.3
320103,1988,1,1,0,0,3.3
320103,1989,1,.666667,0,0,3.3
320103,1990,1,.5,0,0,3.3
320104,1962,1,1,0,0,1.88
320104,1965,1,.333333,0,0,1.88
320104,1966,1,.666667,0,0,1.88
320104,1969,1,.333333,0,0,1.88
320104,1976,1,0,0,0,1.88
320104,1977,1,1,0,0,1.88
320104,1979,1,0,0,0,1.88
320104,1983,1,1,0,0,1.88
320104,1984,1,1,0,0,1.88
320104,1985,1,.5,0,0,1.88
320104,1986,1,0,0,0,1.88
320104,1987,1,.333333,0,0,1.88
320104,1988,1,1,0,0,1.88
320104,1989,1,1,0,0,1.88
320104,1990,1,0,0,0,1.88
320105,1962,1,.333333,0,0,3.67
320105,1963,1,.5,0,0,3.67
320105,1964,1,1,0,0,3.67
320105,1965,1,.4,0,0,3.67
320105,1966,1,.333333,0,0,3.67
320105,1967,1,.666667,0,0,3.67
320105,1968,1,.888889,0,0,3.67
320105,1969,1,1,0,0,3.67
320105,1970,1,1,0,0,3.67
320105,1971,1,1,0,0,3.67
320105,1973,1,0,0,0,3.67
320105,1975,1,0,0,0,3.67
320105,1978,1,1,0,0,3.67
320105,1980,1,1,0,0,3.67
320105,1982,1,.5,0,0,3.67
320105,1985,1,1,0,0,3.67
320105,1986,1,.625,0,0,3.67
320105,1987,1,.2,0,0,3.67
320105,1988,1,.714286,0,0,3.67
320105,1989,1,.555556,0,0,3.67
320105,1990,1,.375,0,0,3.67
320106,1962,1,1,0,0,2
320106,1963,1,.5,0,0,2
320106,1964,1,.8,0,0,2
320106,1965,1,.5,0,0,2
320106,1966,1,.6,0,0,2
320106,1967,1,.875,0,0,2
320106,1968,1,1,0,0,2
320106,1969,1,.8,0,0,2
320106,1971,1,0,0,0,2
320106,1972,1,1,0,0,2
320106,1973,1,0,0,0,2
320106,1976,1,1,0,0,2
320106,1979,1,1,0,0,2
320106,1986,1,0,0,0,2
320106,1988,1,.333333,0,0,2
320106,1989,1,.666667,0,0,2
320106,1990,1,.5,0,0,2
320107,1962,1,0,0,0,1.85
320107,1963,1,.333333,0,0,1.85
320107,1964,1,0,0,0,1.85
320107,1965,1,.5,0,0,1.85
320107,1966,1,.5,0,0,1.85
320107,1967,1,0,0,0,1.85
320107,1968,1,1,0,0,1.85
320107,1969,1,1,0,0,1.85
320107,1973,1,0,0,0,1.85
320107,1979,1,1,0,0,1.85
320107,1984,1,1,0,0,1.85
320107,1986,1,.5,0,0,1.85
320107,1987,1,.428571,0,0,1.85
320107,1988,1,.571429,0,0,1.85
320107,1989,1,.5,0,0,1.85
320107,1990,.6666667,1,0,0,1.85
320111,1962,1,.551724,0,0,1.45
320111,1963,1,.62963,0,0,1.45
320111,1964,1,.46875,0,0,1.45
320111,1965,1,.431818,0,0,1.45
320111,1966,.9666666,.433333,0,0,1.45
320111,1967,1,.483871,0,0,1.45
320111,1968,1,.470588,0,0,1.45
320111,1969,1,.333333,0,0,1.45
320111,1970,1,.631579,0,0,1.45
320111,1971,1,.266667,0,0,1.45
320111,1972,1,.5,0,0,1.45
320111,1973,1,.592593,0,0,1.45
320111,1974,1,.451613,0,0,1.45
320111,1975,1,.833333,0,0,1.45
320111,1976,1,.461538,0,0,1.45
320111,1977,1,.628571,0,0,1.45
320111,1978,1,.571429,0,0,1.45
320111,1979,1,.416667,0,0,1.45
320111,1980,1,.526316,0,0,1.45
320111,1981,1,.625,0,0,1.45
320111,1982,1,.681818,0,0,1.45
320111,1983,1,.538462,0,0,1.45
320111,1984,1,.416667,0,0,1.45
320111,1985,1,.666667,0,0,1.45
320111,1986,1,.45,0,0,1.45
320111,1987,1,.464286,0,0,1.45
320111,1988,1,.583333,0,0,1.45
320111,1989,1,.409091,0,0,1.45
320111,1990,1,.666667,0,0,1.45
320112,1962,1,.5,0,0,.99
320112,1963,1,.378378,0,0,.99
320112,1964,1,.333333,0,0,.99
320112,1965,1,.441176,0,0,.99
320112,1966,1,.484848,0,0,.99
320112,1967,1,.533333,0,0,.99
320112,1968,1,.615385,0,0,.99
320112,1969,1,.5,0,0,.99
320112,1970,1,.333333,0,0,.99
320112,1971,1,.62069,0,0,.99
320112,1972,1,.36,0,0,.99
320112,1973,1,.590909,0,0,.99
320112,1974,1,.708333,0,0,.99
320112,1975,1,.307692,0,0,.99
320112,1976,1,.166667,0,0,.99
320112,1977,1,.578947,0,0,.99
320112,1978,1,.85,0,0,.99
320112,1979,1,.5,0,0,.99
320112,1980,1,.545455,0,0,.99
320112,1981,1,.548387,0,0,.99
320112,1982,1,.375,0,0,.99
320112,1983,1,.588235,0,0,.99
320112,1984,.9583333,.5,0,0,.99
320112,1985,1,.461538,0,0,.99
320112,1986,1,.619048,0,0,.99
320112,1987,1,.592593,0,0,.99
320112,1988,1,.65,0,0,.99
320112,1989,1,.583333,0,0,.99
320112,1990,1,.8,0,0,.99
320113,1962,1,1,.01,.02,1.67
320113,1963,1,.1,.01,.02,1.67
320113,1964,1,.25,.01,.02,1.67
320113,1965,1,0,.01,.02,1.67
320113,1966,1,.4,.01,.02,1.67
320113,1967,1,.5,.01,.02,1.67
320113,1968,1,.538462,.01,.02,1.67
320113,1969,1,.538462,.01,.02,1.67
320113,1970,1,.666667,.01,.02,1.67
320113,1971,.9230769,.615385,.01,.02,1.67
320113,1972,1,.6,.01,.02,1.67
320113,1973,1,.8,.01,.02,1.67
320113,1974,1,.25,.01,.02,1.67
320113,1975,1,.5,.01,.02,1.67
320113,1976,1,0,.01,.02,1.67
320113,1977,1,.666667,.01,.02,1.67
320113,1978,1,.8,.01,.02,1.67
320113,1979,1,.333333,.01,.02,1.67
320113,1980,1,0,.01,.02,1.67
320113,1981,1,0,.01,.02,1.67
320113,1982,1,.6,.01,.02,1.67
320113,1983,1,.4,.01,.02,1.67
320113,1984,1,.571429,.01,.02,1.67
320113,1985,1,1,.01,.02,1.67
320113,1986,1,.5,.01,.02,1.67
320113,1987,1,.6,.01,.02,1.67
320113,1988,1,.571429,.01,.02,1.67
320113,1989,1,.666667,.01,.02,1.67
320113,1990,1,.8,.01,.02,1.67
320114,1962,1,.590909,0,.04,2.18
320114,1963,1,.5,0,.04,2.18
320114,1964,1,.419355,0,.04,2.18
320114,1965,1,.428571,0,.04,2.18
320114,1966,1,.40625,0,.04,2.18
320114,1967,1,.551724,0,.04,2.18
320114,1968,1,.565217,0,.04,2.18
320114,1969,1,.592593,0,.04,2.18
320114,1970,1,.5,0,.04,2.18
320114,1971,1,.607143,0,.04,2.18
320114,1972,1,.647059,0,.04,2.18
320114,1973,1,.411765,0,.04,2.18
320114,1974,1,.611111,0,.04,2.18
320114,1975,1,.416667,0,.04,2.18
320114,1976,1,.666667,0,.04,2.18
320114,1977,.9333333,.533333,0,.04,2.18
320114,1978,1,.5,0,.04,2.18
320114,1979,1,.5,0,.04,2.18
320114,1980,1,.625,0,.04,2.18
320114,1981,1,.833333,0,.04,2.18
320114,1982,1,.526316,0,.04,2.18
320114,1983,1,.666667,0,.04,2.18
320114,1984,1,.555556,0,.04,2.18
320114,1985,1,.571429,0,.04,2.18
320114,1986,1,.8,0,.04,2.18
320114,1987,1,.5,0,.04,2.18
320114,1988,1,.5,0,.04,2.18
320114,1989,1,.421053,0,.04,2.18
320114,1990,1,.111111,0,.04,2.18
320121,1962,1,.488889,0,.01,1
320121,1963,.9907407,.481481,0,.01,1
320121,1964,.990196,.519608,0,.01,1
320121,1965,1,.422414,0,.01,1
320121,1966,1,.430769,0,.01,1
320121,1967,1,.532609,0,.01,1
320121,1968,1,.504348,0,.01,1
320121,1969,1,.495726,0,.01,1
320121,1970,1,.411765,0,.01,1
320121,1971,1,.469565,0,.01,1
320121,1972,1,.494737,0,.01,1
320121,1973,1,.546512,0,.01,1
320121,1974,1,.506173,0,.01,1
320121,1975,1,.27027,0,.01,1
320121,1976,1,.428571,0,.01,1
320121,1977,1,.519231,0,.01,1
320121,1978,.9886364,.443182,0,.01,1
320121,1979,1,.510638,0,.01,1
320121,1980,1,.559633,0,.01,1
320121,1981,1,.490196,0,.01,1
320121,1982,.9910714,.464286,0,.01,1
320121,1983,1,.541667,0,.01,1
320121,1984,1,.563636,0,.01,1
320121,1985,1,.481481,0,.01,1
320121,1986,1,.347222,0,.01,1
320121,1987,1,.52381,0,.01,1
320121,1988,1,.545455,0,.01,1
320121,1989,.9913793,.551724,0,.01,1
320121,1990,1,.545455,0,.01,1
320122,1962,1,.492537,.04,.04,1.3
320122,1963,1,.491803,.04,.04,1.3
320122,1964,1,.525424,.04,.04,1.3
320122,1965,1,.464286,.04,.04,1.3
320122,1966,1,.545455,.04,.04,1.3
320122,1967,1,.526316,.04,.04,1.3
320122,1968,1,.516667,.04,.04,1.3
320122,1969,1,.485294,.04,.04,1.3
320122,1970,1,.619048,.04,.04,1.3
320122,1971,1,.365385,.04,.04,1.3
320122,1972,1,.42,.04,.04,1.3
320122,1973,1,.466667,.04,.04,1.3
320122,1974,1,.525,.04,.04,1.3
320122,1975,1,.521739,.04,.04,1.3
320122,1976,1,.517241,.04,.04,1.3
320122,1977,1,.346154,.04,.04,1.3
320122,1978,1,.459016,.04,.04,1.3
320122,1979,1,.5,.04,.04,1.3
320122,1980,1,.52,.04,.04,1.3
320122,1981,1,.555556,.04,.04,1.3
320122,1982,1,.458333,.04,.04,1.3
320122,1983,1,.617647,.04,.04,1.3
320122,1984,1,.590909,.04,.04,1.3
320122,1985,1,.4,.04,.04,1.3
320122,1986,1,.583333,.04,.04,1.3
320122,1987,1,.577465,.04,.04,1.3
320122,1988,1,.537313,.04,.04,1.3
320122,1989,1,.4625,.04,.04,1.3
320122,1990,1,.485714,.04,.04,1.3
320123,1962,1,.469231,0,.01,.7
320123,1963,1,.414286,0,.01,.7
320123,1964,.9848485,.515152,0,.01,.7
320123,1965,.9920635,.468254,0,.01,.7
320123,1966,.9929578,.514085,0,.01,.7
320123,1967,.9915966,.428571,0,.01,.7
320123,1968,1,.407143,0,.01,.7
320123,1969,1,.363636,0,.01,.7
320123,1970,.9848485,.666667,0,.01,.7
320123,1971,.9846154,.476923,0,.01,.7
320123,1972,1,.535354,0,.01,.7
320123,1973,1,.457447,0,.01,.7
320123,1974,1,.553191,0,.01,.7
320123,1975,.9655172,.517241,0,.01,.7
320123,1976,1,.557692,0,.01,.7
320123,1977,.9896907,.42268,0,.01,.7
320123,1978,1,.5,0,.01,.7
320123,1979,.9903846,.519231,0,.01,.7
320123,1980,1,.523256,0,.01,.7
320123,1981,1,.460674,0,.01,.7
320123,1982,1,.541284,0,.01,.7
320123,1983,.9866667,.52,0,.01,.7
320123,1984,1,.486486,0,.01,.7
320123,1985,.9873418,.43038,0,.01,.7
320123,1986,.990991,.495495,0,.01,.7
320123,1987,.9857143,.528571,0,.01,.7
320123,1988,1,.564626,0,.01,.7
320123,1989,1,.49635,0,.01,.7
320123,1990,1,.5625,0,.01,.7
320124,1962,1,.460938,.01,.01,.91
320124,1963,1,.541284,.01,.01,.91
320124,1964,1,.45045,.01,.01,.91
320124,1965,1,.524194,.01,.01,.91
320124,1966,1,.420561,.01,.01,.91
320124,1967,1,.591837,.01,.01,.91
320124,1968,1,.486726,.01,.01,.91
320124,1969,1,.514286,.01,.01,.91
320124,1970,1,.457627,.01,.01,.91
320124,1971,1,.527559,.01,.01,.91
320124,1972,1,.516129,.01,.01,.91
320124,1973,1,.606742,.01,.01,.91
320124,1974,1,.462366,.01,.01,.91
320124,1975,1,.785714,.01,.01,.91
320124,1976,1,.44,.01,.01,.91
320124,1977,1,.547368,.01,.01,.91
320124,1978,1,.455882,.01,.01,.91
320124,1979,1,.627119,.01,.01,.91
320124,1980,1,.684211,.01,.01,.91
320124,1981,1,.507246,.01,.01,.91
320124,1982,1,.555556,.01,.01,.91
320124,1983,1,.529412,.01,.01,.91
320124,1984,1,.489362,.01,.01,.91
320124,1985,1,.5,.01,.01,.91
320124,1986,1,.5,.01,.01,.91
320124,1987,1,.540984,.01,.01,.91
320124,1988,1,.473118,.01,.01,.91
320124,1989,1,.608696,.01,.01,.91
320124,1990,1,.5,.01,.01,.91
320125,1962,1,.453488,0,0,.45
320125,1963,1,.44086,0,0,.45
320125,1964,1,.5,0,0,.45
320125,1965,1,.573529,0,0,.45
320125,1966,1,.465909,0,0,.45
320125,1967,1,.506329,0,0,.45
320125,1968,1,.525,0,0,.45
320125,1969,1,.506849,0,0,.45
320125,1970,1,.5,0,0,.45
320125,1971,1,.50505,0,0,.45
320125,1972,1,.52381,0,0,.45
320125,1973,1,.578947,0,0,.45
320125,1974,1,.515152,0,0,.45
320125,1975,1,.518519,0,0,.45
320125,1976,1,.6,0,0,.45
320125,1977,1,.513514,0,0,.45
320125,1978,1,.557692,0,0,.45
320125,1979,1,.473684,0,0,.45
320125,1980,1,.52,0,0,.45
320125,1981,1,.538462,0,0,.45
320125,1982,1,.512195,0,0,.45
320125,1983,1,.571429,0,0,.45
320125,1984,1,.366667,0,0,.45
320125,1985,1,.5,0,0,.45
320125,1986,1,.55814,0,0,.45
320125,1987,1,.578947,0,0,.45
320125,1988,1,.541667,0,0,.45
320125,1989,1,.567164,0,0,.45
320125,1990,1,.571429,0,0,.45
320202,1962,1,0,0,0,0
320202,1963,1,0,0,0,0
320202,1964,1,0,0,0,0
320202,1965,1,0,0,0,0
320202,1966,1,0,0,0,0
320202,1967,1,0,0,0,0
320202,1968,1,0,0,0,0
320202,1969,1,0,0,0,0
320202,1971,1,0,0,0,0
320202,1976,1,0,0,0,0
320202,1986,1,0,0,0,0
320202,1987,1,0,0,0,0
320202,1989,1,.25,0,0,0
320202,1990,1,.333333,0,0,0
320203,1962,1,1,0,0,0
320203,1963,1,.333333,0,0,0
320203,1964,1,0,0,0,0
320203,1965,1,.25,0,0,0
320203,1966,1,.5,0,0,0
320203,1967,1,.5,0,0,0
320203,1968,1,1,0,0,0
320203,1969,1,.333333,0,0,0
320203,1970,1,1,0,0,0
320203,1971,1,0,0,0,0
320203,1972,1,1,0,0,0
320203,1973,1,1,0,0,0
320203,1975,1,0,0,0,0
320203,1976,1,0,0,0,0
320203,1983,1,1,0,0,0
320203,1987,1,0,0,0,0
320203,1989,1,.75,0,0,0
320203,1990,1,1,0,0,0
320204,1962,1,.5,0,0,0
320204,1963,1,.333333,0,0,0
320204,1964,1,.333333,0,0,0
320204,1965,1,.5,0,0,0
320204,1966,1,.25,0,0,0
320204,1967,1,.333333,0,0,0
320204,1968,1,.6,0,0,0
320204,1969,1,1,0,0,0
320204,1970,1,1,0,0,0
320204,1972,1,1,0,0,0
320204,1975,1,0,0,0,0
320204,1976,1,1,0,0,0
320204,1985,1,0,0,0,0
320204,1986,1,1,0,0,0
320204,1987,1,.333333,0,0,0
320204,1988,1,1,0,0,0
320204,1989,1,.25,0,0,0
320204,1990,1,.8,0,0,0
320211,1962,.96,.52,0,.08,.46
320211,1963,1,.589286,0,.08,.46
320211,1964,1,.625,0,.08,.46
320211,1965,.9866667,.666667,0,.08,.46
320211,1966,1,.525253,0,.08,.46
320211,1967,1,.478992,0,.08,.46
320211,1968,1,.481203,0,.08,.46
320211,1969,.9923664,.450382,0,.08,.46
320211,1970,1,.6875,0,.08,.46
320211,1971,1,.316456,0,.08,.46
320211,1972,1,.38983,0,.08,.46
320211,1973,1,.322581,0,.08,.46
320211,1974,1,.55,0,.08,.46
320211,1975,1,.708333,0,.08,.46
320211,1976,1,.722222,0,.08,.46
320211,1977,1,.230769,0,.08,.46
320211,1978,1,.733333,0,.08,.46
320211,1979,1,.636364,0,.08,.46
320211,1980,1,.666667,0,.08,.46
320211,1981,1,.75,0,.08,.46
320211,1982,1,.6,0,.08,.46
320211,1983,1,.6,0,.08,.46
320211,1984,1,.5,0,.08,.46
320211,1985,1,.666667,0,.08,.46
320211,1986,1,.684211,0,.08,.46
320211,1987,1,.5,0,.08,.46
320211,1988,1,.565217,0,.08,.46
320211,1989,1,.6,0,.08,.46
320211,1990,1,.540541,0,.08,.46
320212,1962,1,.777778,0,.12,1.14
320212,1963,1,.666667,0,.12,1.14
320212,1964,1,.333333,0,.12,1.14
320212,1965,1,.5,0,.12,1.14
320212,1966,1,.285714,0,.12,1.14
320212,1967,1,.333333,0,.12,1.14
320212,1968,1,.8,0,.12,1.14
320212,1969,1,.428571,0,.12,1.14
320212,1970,1,.555556,0,.12,1.14
320212,1971,1,.5,0,.12,1.14
320212,1972,1,.666667,0,.12,1.14
320212,1973,1,.444444,0,.12,1.14
320212,1974,1,.25,0,.12,1.14
320212,1975,1,.75,0,.12,1.14
320212,1976,1,.5,0,.12,1.14
320212,1977,1,.230769,0,.12,1.14
320212,1978,1,.333333,0,.12,1.14
320212,1979,1,.75,0,.12,1.14
320212,1980,1,.4,0,.12,1.14
320212,1981,1,.666667,0,.12,1.14
320212,1982,1,.428571,0,.12,1.14
320212,1983,1,1,0,.12,1.14
320212,1984,1,.333333,0,.12,1.14
320212,1985,1,.666667,0,.12,1.14
320212,1986,1,1,0,.12,1.14
320212,1987,1,.5,0,.12,1.14
320212,1988,1,.25,0,.12,1.14
320212,1989,1,.666667,0,.12,1.14
320212,1990,1,.666667,0,.12,1.14
320222,1962,1,.481481,0,0,0
320222,1963,.9948454,.474227,0,0,0
320222,1964,1,.4625,0,0,0
320222,1965,1,.487342,0,0,0
320222,1966,1,.425532,0,0,0
320222,1967,1,.475728,0,0,0
320222,1968,1,.48366,0,0,0
320222,1969,1,.382353,0,0,0
320222,1970,1,.571429,0,0,0
320222,1971,1,.464789,0,0,0
320222,1972,1,.522523,0,0,0
320222,1973,1,.539683,0,0,0
320222,1974,1,.523364,0,0,0
320222,1975,1,.43617,0,0,0
320222,1976,1,.617977,0,0,0
320222,1977,1,.490385,0,0,0
320222,1978,1,.536765,0,0,0
320222,1979,1,.571429,0,0,0
320222,1980,1,.539063,0,0,0
320222,1981,1,.514085,0,0,0
320222,1982,1,.478261,0,0,0
320222,1983,1,.438596,0,0,0
320222,1984,1,.578125,0,0,0
320222,1985,1,.483871,0,0,0
320222,1986,1,.54717,0,0,0
320222,1987,1,.528302,0,0,0
320222,1988,1,.531746,0,0,0
320222,1989,1,.570423,0,0,0
320222,1990,1,.545455,0,0,0
320280,1962,1,.506579,0,0,0
320280,1963,1,.509677,0,0,0
320280,1964,1,.470874,0,0,0
320280,1965,1,.533937,0,0,0
320280,1966,1,.533019,0,0,0
320280,1967,1,.506757,0,0,0
320280,1968,1,.5,0,0,0
320280,1969,1,.444444,0,0,0
320280,1970,1,.482558,0,0,0
320280,1971,1,.516129,0,0,0
320280,1972,1,.588235,0,0,0
320280,1973,1,.619048,0,0,0
320280,1974,1,.594595,0,0,0
320280,1975,1,.457627,0,0,0
320280,1976,1,.464567,0,0,0
320280,1977,1,.525316,0,0,0
320280,1978,1,.574468,0,0,0
320280,1979,1,.545455,0,0,0
320280,1980,1,.530612,0,0,0
320280,1981,1,.628378,0,0,0
320280,1982,1,.53913,0,0,0
320280,1983,1,.455556,0,0,0
320280,1984,1,.514706,0,0,0
320280,1985,1,.517647,0,0,0
320280,1986,1,.5,0,0,0
320280,1987,1,.571429,0,0,0
320280,1988,1,.528037,0,0,0
320280,1989,1,.560484,0,0,0
320280,1990,1,.577236,0,0,0
320281,1962,1,.482143,0,.01,.69
320281,1963,1,.506383,0,.01,.69
320281,1964,1,.390625,0,.01,.69
320281,1965,1,.426316,0,.01,.69
320281,1966,1,.484694,0,.01,.69
320281,1967,1,.535948,0,.01,.69
320281,1968,1,.507853,0,.01,.69
320281,1969,1,.522293,0,.01,.69
320281,1970,1,.468354,0,.01,.69
320281,1971,1,.527027,0,.01,.69
320281,1972,1,.562963,0,.01,.69
320281,1973,1,.495798,0,.01,.69
320281,1974,1,.528302,0,.01,.69
320281,1975,1,.625,0,.01,.69
320281,1976,1,.460317,0,.01,.69
320281,1977,1,.47619,0,.01,.69
320281,1978,1,.587302,0,.01,.69
320281,1979,1,.5,0,.01,.69
320281,1980,1,.51087,0,.01,.69
320281,1981,1,.423913,0,.01,.69
320281,1982,1,.493506,0,.01,.69
320281,1983,1,.522727,0,.01,.69
320281,1984,1,.568627,0,.01,.69
320281,1985,1,.571429,0,.01,.69
320281,1986,1,.586538,0,.01,.69
320281,1987,1,.465278,0,.01,.69
320281,1988,1,.526718,0,.01,.69
320281,1989,1,.544872,0,.01,.69
320281,1990,1,.6125,0,.01,.69
320302,1962,1,0,0,.03,.53
320302,1963,1,0,0,.03,.53
320302,1964,1,.5,0,.03,.53
320302,1965,1,.5,0,.03,.53
320302,1966,1,0,0,.03,.53
320302,1967,1,.666667,0,.03,.53
320302,1968,1,.6,0,.03,.53
320302,1969,1,.333333,0,.03,.53
320302,1971,1,.333333,0,.03,.53
320302,1972,1,0,0,.03,.53
320302,1973,1,0,0,.03,.53
320302,1974,1,0,0,.03,.53
320302,1975,1,0,0,.03,.53
320302,1976,1,1,0,.03,.53
320302,1977,1,1,0,.03,.53
320302,1982,1,0,0,.03,.53
320302,1983,1,1,0,.03,.53
320302,1985,1,.5,0,.03,.53
320302,1986,1,.666667,0,.03,.53
320302,1987,1,.2,0,.03,.53
320302,1988,1,0,0,.03,.53
320302,1989,1,.333333,0,.03,.53
320302,1990,1,.333333,0,.03,.53
320303,1962,1,0,0,.42,1.81
320303,1963,1,0,0,.42,1.81
320303,1965,1,0,0,.42,1.81
320303,1967,1,.333333,0,.42,1.81
320303,1969,1,1,0,.42,1.81
320303,1972,1,0,0,.42,1.81
320303,1986,1,.666667,0,.42,1.81
320303,1987,1,.75,0,.42,1.81
320303,1988,1,.5,0,.42,1.81
320303,1989,1,.2,0,.42,1.81
320303,1990,1,0,0,.42,1.81
320305,1964,1,0,0,.05,.36
320305,1965,1,0,0,.05,.36
320305,1966,1,.5,0,.05,.36
320305,1969,1,1,0,.05,.36
320305,1971,1,0,0,.05,.36
320305,1973,1,1,0,.05,.36
320305,1975,1,0,0,.05,.36
320305,1986,1,0,0,.05,.36
320305,1987,1,.5,0,.05,.36
320305,1988,1,.333333,0,.05,.36
320305,1989,1,.5,0,.05,.36
320305,1990,1,.666667,0,.05,.36
320321,1962,1,.47929,0,.47,1.27
320321,1963,1,.583732,0,.47,1.27
320321,1964,1,.397516,0,.47,1.27
320321,1965,1,.5,0,.47,1.27
320321,1966,1,.563452,0,.47,1.27
320321,1967,1,.432432,0,.47,1.27
320321,1968,1,.432432,0,.47,1.27
320321,1969,1,.49789,0,.47,1.27
320321,1970,1,.582609,0,.47,1.27
320321,1971,1,.54065,0,.47,1.27
320321,1972,1,.52657,0,.47,1.27
320321,1973,1,.471795,0,.47,1.27
320321,1974,1,.502703,0,.47,1.27
320321,1975,1,.396226,0,.47,1.27
320321,1976,1,.481013,0,.47,1.27
320321,1977,1,.522222,0,.47,1.27
320321,1978,1,.57767,0,.47,1.27
320321,1979,1,.477941,0,.47,1.27
320321,1980,1,.541176,0,.47,1.27
320321,1981,1,.511416,0,.47,1.27
320321,1982,1,.570513,0,.47,1.27
320321,1983,1,.437909,0,.47,1.27
320321,1984,1,.572727,0,.47,1.27
320321,1985,1,.560284,0,.47,1.27
320321,1986,1,.527273,0,.47,1.27
320321,1987,1,.578616,0,.47,1.27
320321,1988,1,.572093,0,.47,1.27
320321,1989,1,.587444,0,.47,1.27
320321,1990,1,.580247,0,.47,1.27
320322,1962,1,.519553,0,.09,.56
320322,1963,1,.480226,0,.09,.56
320322,1964,1,.416667,0,.09,.56
320322,1965,1,.452381,0,.09,.56
320322,1966,1,.521212,0,.09,.56
320322,1967,1,.398601,0,.09,.56
320322,1968,1,.404908,0,.09,.56
320322,1969,1,.414286,0,.09,.56
320322,1970,1,.515625,0,.09,.56
320322,1971,1,.476744,0,.09,.56
320322,1972,1,.51145,0,.09,.56
320322,1973,1,.577982,0,.09,.56
320322,1974,1,.435644,0,.09,.56
320322,1975,1,.413793,0,.09,.56
320322,1976,1,.553191,0,.09,.56
320322,1977,1,.461538,0,.09,.56
320322,1978,1,.566474,0,.09,.56
320322,1979,1,.509804,0,.09,.56
320322,1980,1,.554795,0,.09,.56
320322,1981,1,.489691,0,.09,.56
320322,1982,1,.603774,0,.09,.56
320322,1983,1,.533333,0,.09,.56
320322,1984,1,.55,0,.09,.56
320322,1985,1,.463087,0,.09,.56
320322,1986,1,.573864,0,.09,.56
320322,1987,1,.560976,0,.09,.56
320322,1988,1,.517391,0,.09,.56
320322,1989,1,.504545,0,.09,.56
320322,1990,1,.577778,0,.09,.56
320323,1962,1,.445455,0,.12,1.04
320323,1963,1,.495549,0,.12,1.04
320323,1964,1,.545455,0,.12,1.04
320323,1965,1,.503448,0,.12,1.04
320323,1966,1,.5,0,.12,1.04
320323,1967,1,.483019,0,.12,1.04
320323,1968,1,.485804,0,.12,1.04
320323,1969,1,.524096,0,.12,1.04
320323,1970,1,.540698,0,.12,1.04
320323,1971,1,.530201,0,.12,1.04
320323,1972,1,.503571,0,.12,1.04
320323,1973,1,.531148,0,.12,1.04
320323,1974,1,.501742,0,.12,1.04
320323,1975,1,.544715,0,.12,1.04
320323,1976,1,.52,0,.12,1.04
320323,1977,1,.554098,0,.12,1.04
320323,1978,1,.497817,0,.12,1.04
320323,1979,1,.511111,0,.12,1.04
320323,1980,1,.515284,0,.12,1.04
320323,1981,1,.523973,0,.12,1.04
320323,1982,1,.531073,0,.12,1.04
320323,1983,1,.478689,0,.12,1.04
320323,1984,1,.533007,0,.12,1.04
320323,1985,1,.501441,0,.12,1.04
320323,1986,1,.543767,0,.12,1.04
320323,1987,1,.464912,0,.12,1.04
320323,1988,1,.548533,0,.12,1.04
320323,1989,1,.533333,0,.12,1.04
320323,1990,1,.611111,0,.12,1.04
320324,1962,1,.483051,0,.06,.49
320324,1963,1,.496324,0,.06,.49
320324,1964,1,.483254,0,.06,.49
320324,1965,1,.465116,0,.06,.49
320324,1966,.996337,.501832,0,.06,.49
320324,1967,1,.476744,0,.06,.49
320324,1968,1,.515528,0,.06,.49
320324,1969,1,.549451,0,.06,.49
320324,1970,1,.563492,0,.06,.49
320324,1971,1,.478102,0,.06,.49
320324,1972,1,.505263,0,.06,.49
320324,1973,1,.524272,0,.06,.49
320324,1974,1,.460784,0,.06,.49
320324,1975,1,.580882,0,.06,.49
320324,1976,1,.516129,0,.06,.49
320324,1977,1,.465608,0,.06,.49
320324,1978,1,.490476,0,.06,.49
320324,1979,1,.53125,0,.06,.49
320324,1980,1,.516854,0,.06,.49
320324,1981,.9955157,.421525,0,.06,.49
320324,1982,1,.47619,0,.06,.49
320324,1983,1,.514019,0,.06,.49
320324,1984,1,.522388,0,.06,.49
320324,1985,1,.504,0,.06,.49
320324,1986,1,.566667,0,.06,.49
320324,1987,1,.56875,0,.06,.49
320324,1988,1,.570492,0,.06,.49
